cnt,Tag1,Tag2
"241413","1","1"
"1424","1","2"
"2792","1","3"
"773","1","5"
"260","1","8"
"145646","1","9"
"1962","1","10"
"111","1","12"
"456","1","16"
"1934","1","17"
"3832","1","22"
"60","1","33"
"13881","1","41"
"39","1","53"
"281","1","58"
"4483","1","64"
"20388","1","96"
"1108","1","114"
"489","1","134"
"448","1","153"
"158","1","154"
"229","1","197"
"854","1","219"
"51","1","227"
"34","1","236"
"141","1","242"
"614","1","248"
"157","1","256"
"342","1","259"
"1309","1","277"
"31","1","296"
"163","1","305"
"40","1","306"
"96","1","317"
"306","1","348"
"135","1","367"
"139","1","368"
"12695","1","378"
"31","1","402"
"75","1","423"
"69","1","432"
"161","1","451"
"85","1","452"
"1605","1","522"
"122","1","523"
"10","1","538"
"400","1","543"
"67","1","572"
"146","1","578"
"55","1","580"
"264","1","581"
"1","1","596"
"2101","1","598"
"129","1","603"
"16","1","623"
"20","1","624"
"37","1","722"
"9","1","817"
"1671","1","820"
"35","1","824"
"154","1","854"
"401","1","869"
"146","1","905"
"746","1","942"
"2","1","981"
"2","1","990"
"5","1","991"
"22","1","997"
"17","1","1014"
"51","1","1018"
"20","1","1081"
"9","1","1083"
"387","1","1124"
"48","1","1158"
"34","1","1259"
"79","1","1384"
"598","1","1386"
"4","1","1398"
"11","1","1399"
"4","1","1435"
"240","1","1461"
"120","1","1470"
"24","1","1488"
"20","1","1565"
"18","1","1702"
"22","1","1848"
"9","1","1871"
"15","1","1925"
"57","1","2054"
"147","1","2193"
"194","1","2314"
"55","1","2358"
"500","1","2387"
"2","1","2426"
"89","1","2531"
"139","1","2556"
"4","1","2587"
"17","1","2751"
"477","1","2754"
"4","1","2763"
"9","1","3145"
"75","1","3158"
"13","1","3235"
"1","1","3318"
"7","1","3385"
"63","1","3496"
"1051","1","3586"
"3","1","3666"
"3","1","3788"
"61","1","3849"
"5","1","3961"
"66","1","3981"
"21","1","4037"
"201","1","4087"
"85","1","4088"
"8","1","4190"
"56","1","4196"
"16","1","4254"
"45","1","4452"
"5","1","4597"
"18","1","4928"
"33","1","4945"
"915","1","4985"
"12","1","5171"
"2","1","5192"
"45","1","5223"
"16","1","5254"
"93","1","5382"
"57","1","5486"
"148","1","5569"
"19","1","5600"
"1074","1","5608"
"4","1","5728"
"13","1","5827"
"25","1","5852"
"68","1","5871"
"3","1","5989"
"16","1","5990"
"14","1","6023"
"39","1","6067"
"7","1","6108"
"12","1","6129"
"1","1","6244"
"2","1","6284"
"3","1","6418"
"173","1","6439"
"2","1","6458"
"8","1","6540"
"2","1","6650"
"111","1","7003"
"7","1","7106"
"1","1","7735"
"5","1","7835"
"19","1","7917"
"9","1","7967"
"12","1","7978"
"24","1","7989"
"12","1","8011"
"30","1","8112"
"4","1","8241"
"15","1","8318"
"51","1","8454"
"44","1","8512"
"8","1","8746"
"6","1","8908"
"12","1","9020"
"84","1","9069"
"3","1","9182"
"5","1","9278"
"15","1","9298"
"13","1","9374"
"12","1","9745"
"4","1","9914"
"1","1","10079"
"1","1","10104"
"69","1","10256"
"9","1","10313"
"3","1","10315"
"5","1","10477"
"6","1","10502"
"2","1","10712"
"14","1","10776"
"9","1","11099"
"1","1","11137"
"6","1","11529"
"12","1","11768"
"6","1","11785"
"1","1","11839"
"1","1","11950"
"14","1","12296"
"2","1","12607"
"3","1","12861"
"17","1","12862"
"1","1","13458"
"86","1","13591"
"3","1","13707"
"11","1","13930"
"2","1","13959"
"1","1","14305"
"147","1","14383"
"1","1","14416"
"3","1","14868"
"6","1","14881"
"5","1","14948"
"1","1","15481"
"4","1","15516"
"6","1","15517"
"8","1","15627"
"15","1","15811"
"13","1","16088"
"28","1","17310"
"1","1","18314"
"5","1","18433"
"2","1","18571"
"1","1","18759"
"2","1","18791"
"1","1","18917"
"3","1","19432"
"1","1","20005"
"1","1","20013"
"15","1","20115"
"4","1","20202"
"1","1","20227"
"7","1","20301"
"9","1","20353"
"1","1","20400"
"5","1","20464"
"7","1","20484"
"13","1","20911"
"19","1","21030"
"5","1","21488"
"5","1","22444"
"11","1","22917"
"3","1","23453"
"11","1","24136"
"3","1","25081"
"32","1","25535"
"11","1","25907"
"5","1","25967"
"2","1","26113"
"1","1","27528"
"14","1","27739"
"4","1","27998"
"1","1","28427"
"7","1","30039"
"1","1","31474"
"1286","1","32472"
"3","1","33127"
"1","1","33603"
"3","1","34447"
"564","1","34469"
"36","1","34480"
"11","1","34762"
"332","1","34777"
"15185","1","36252"
"1","1","36463"
"52","1","42953"
"8","1","43046"
"114","1","44363"
"1","1","45051"
"34","1","45162"
"106","1","46426"
"1","1","46457"
"10","1","53836"
"3","1","56975"
"8","1","58202"
"249","1","58338"
"783","1","59103"
"304","1","59767"
"7","1","60010"
"2","1","62792"
"21","1","63066"
"3220","1","64139"
"1","1","65053"
"9","1","67245"
"4","1","67404"
"1","1","67719"
"5","1","67868"
"2","1","69457"
"3","1","70885"
"8","1","72390"
"2","1","73694"
"5","1","78243"
"13","1","84917"
"6","1","94228"
"6","1","104797"
"6","1","109459"
"1424","2","1"
"587449","2","2"
"229313","2","3"
"75779","2","5"
"213","2","8"
"9146","2","9"
"448","2","10"
"1811","2","12"
"7492","2","16"
"9642","2","17"
"2625","2","22"
"25","2","33"
"1147","2","41"
"475","2","53"
"375","2","58"
"417","2","64"
"10855","2","96"
"2959","2","114"
"434","2","134"
"40","2","153"
"1942","2","154"
"336","2","197"
"96","2","219"
"58","2","227"
"10","2","236"
"30","2","242"
"170","2","248"
"144","2","256"
"227","2","259"
"295","2","277"
"1","2","296"
"10","2","305"
"179","2","317"
"710","2","348"
"277","2","367"
"19","2","368"
"186","2","378"
"24","2","402"
"85","2","423"
"123","2","432"
"13","2","451"
"10","2","452"
"1076","2","522"
"486","2","523"
"12","2","538"
"256","2","543"
"137","2","572"
"98","2","578"
"1003","2","580"
"109","2","581"
"932","2","598"
"177","2","603"
"1","2","624"
"8","2","722"
"3","2","817"
"158972","2","820"
"6","2","824"
"52","2","854"
"366","2","869"
"21966","2","905"
"63","2","942"
"45","2","990"
"3","2","991"
"36","2","997"
"103","2","1014"
"22","2","1018"
"466","2","1081"
"2","2","1083"
"707","2","1124"
"215","2","1158"
"111","2","1259"
"172","2","1384"
"5506","2","1386"
"8","2","1398"
"8","2","1399"
"50","2","1435"
"49","2","1461"
"377","2","1470"
"8","2","1488"
"1","2","1565"
"3","2","1702"
"55","2","1848"
"55","2","1925"
"19","2","2054"
"134","2","2193"
"790","2","2314"
"20","2","2358"
"5","2","2377"
"6","2","2387"
"34","2","2426"
"408","2","2531"
"17","2","2556"
"1","2","2751"
"6","2","2754"
"12","2","2763"
"4","2","3145"
"19","2","3158"
"15","2","3235"
"12","2","3318"
"137","2","3496"
"5","2","3586"
"2","2","3666"
"1","2","3788"
"65","2","3849"
"150","2","3961"
"35","2","3981"
"1","2","4037"
"13","2","4087"
"1","2","4088"
"3","2","4190"
"3527","2","4196"
"6","2","4254"
"693","2","4452"
"1","2","4597"
"47","2","4928"
"44","2","4945"
"10261","2","4985"
"3","2","5192"
"5","2","5223"
"4","2","5254"
"163","2","5382"
"5","2","5401"
"3233","2","5486"
"1663","2","5569"
"1","2","5600"
"986","2","5608"
"1","2","5670"
"1","2","5795"
"11","2","5827"
"25","2","5852"
"6","2","5990"
"311","2","6023"
"161","2","6067"
"18","2","6108"
"2","2","6129"
"3","2","6418"
"674","2","6439"
"2","2","6458"
"45","2","6540"
"2","2","6650"
"657","2","7003"
"1","2","7106"
"25","2","7735"
"996","2","7917"
"43","2","7967"
"122","2","7978"
"27","2","7979"
"109","2","7989"
"1234","2","8112"
"3","2","8241"
"7","2","8318"
"29","2","8512"
"11","2","8746"
"12","2","8908"
"1","2","9020"
"18","2","9069"
"2","2","9278"
"6","2","9468"
"24","2","9745"
"4","2","9914"
"106","2","10079"
"17","2","10256"
"6","2","10313"
"1","2","10315"
"5","2","10477"
"1","2","10522"
"6","2","10712"
"88","2","10725"
"50","2","10776"
"5","2","11099"
"8","2","11137"
"3","2","11529"
"1","2","11768"
"1","2","11785"
"9","2","11839"
"8","2","11878"
"73","2","12296"
"3","2","12861"
"308","2","13591"
"3","2","13707"
"193","2","13930"
"78","2","13959"
"2","2","14383"
"2","2","14868"
"5","2","14948"
"1","2","15516"
"8","2","15517"
"176","2","15627"
"3","2","15806"
"2","2","16088"
"172","2","17310"
"18","2","18314"
"15","2","18571"
"2","2","18949"
"8","2","19432"
"25","2","20115"
"5","2","20202"
"1","2","20227"
"8","2","20301"
"132","2","20353"
"1","2","20400"
"1","2","21030"
"1","2","21361"
"1","2","24136"
"73","2","25967"
"26","2","26113"
"3","2","27528"
"13","2","27998"
"1","2","30039"
"67","2","32472"
"1","2","33127"
"22","2","33603"
"24","2","34469"
"11","2","34480"
"45","2","34762"
"71","2","34777"
"210","2","36252"
"4","2","36606"
"1","2","40705"
"1","2","42252"
"18","2","42953"
"1","2","43046"
"57","2","45051"
"1","2","45137"
"579","2","45162"
"1963","2","46426"
"15","2","46457"
"59","2","48213"
"5","2","53836"
"3","2","54726"
"8","2","57216"
"1","2","58202"
"3378","2","58338"
"1439","2","59103"
"22","2","59767"
"248","2","60010"
"157","2","64139"
"1","2","64335"
"17","2","65133"
"1","2","67245"
"10","2","67404"
"66","2","67719"
"36","2","67746"
"8","2","67868"
"1","2","69376"
"13","2","69409"
"1157","2","70885"
"6","2","72390"
"33","2","73694"
"1","2","74655"
"37","2","78243"
"21","2","83676"
"144","2","84917"
"1","2","98423"
"1","2","101578"
"198","2","104797"
"118","2","109459"
"2792","3","1"
"229313","3","2"
"1239892","3","3"
"86049","3","5"
"360","3","8"
"18756","3","9"
"1187","3","10"
"3457","3","12"
"6183","3","16"
"14114","3","17"
"1875","3","22"
"69","3","33"
"1880","3","41"
"940","3","53"
"530","3","58"
"1067","3","64"
"27542","3","96"
"29147","3","114"
"3325","3","134"
"40","3","153"
"2672","3","154"
"1518","3","197"
"980","3","219"
"379","3","227"
"10","3","236"
"163","3","242"
"2126","3","248"
"489","3","256"
"2463","3","259"
"2500","3","277"
"34","3","296"
"344","3","305"
"46","3","306"
"381","3","317"
"2711","3","348"
"1218","3","367"
"316","3","368"
"155","3","378"
"113","3","402"
"358","3","423"
"285","3","432"
"47","3","451"
"71","3","452"
"1219","3","522"
"634","3","523"
"34","3","538"
"1220","3","543"
"692","3","572"
"1850","3","578"
"577","3","580"
"793","3","581"
"3","3","596"
"5051","3","598"
"1337","3","603"
"19","3","623"
"37","3","624"
"104","3","722"
"2","3","817"
"413588","3","820"
"18","3","824"
"44","3","854"
"4237","3","869"
"42299","3","905"
"408","3","942"
"11","3","981"
"5","3","990"
"23","3","991"
"228","3","997"
"67","3","1014"
"58","3","1018"
"554","3","1081"
"55","3","1083"
"762","3","1124"
"423","3","1158"
"375","3","1259"
"106","3","1384"
"11155","3","1386"
"29","3","1398"
"89","3","1399"
"59","3","1435"
"278","3","1461"
"366","3","1470"
"79","3","1488"
"32","3","1565"
"7","3","1702"
"433","3","1848"
"6","3","1871"
"74","3","1925"
"277","3","2054"
"1007","3","2193"
"4287","3","2314"
"112","3","2358"
"67","3","2377"
"384","3","2387"
"40","3","2426"
"3439","3","2531"
"835","3","2556"
"13","3","2587"
"1","3","2751"
"122","3","2754"
"38","3","2763"
"11","3","3145"
"28","3","3158"
"1","3","3208"
"180","3","3235"
"8","3","3318"
"1","3","3385"
"879","3","3496"
"174","3","3586"
"7","3","3666"
"1095","3","3849"
"575","3","3961"
"166","3","3981"
"29","3","4037"
"73","3","4087"
"182","3","4088"
"8","3","4190"
"12228","3","4196"
"19","3","4254"
"478","3","4452"
"10","3","4597"
"231","3","4928"
"83","3","4945"
"8043","3","4985"
"34","3","5171"
"5","3","5192"
"89","3","5223"
"17","3","5254"
"1188","3","5382"
"6","3","5401"
"3440","3","5486"
"10521","3","5569"
"24","3","5600"
"964","3","5608"
"4","3","5670"
"7","3","5728"
"1","3","5795"
"52","3","5827"
"150","3","5852"
"22","3","5871"
"3","3","5989"
"25","3","5990"
"561","3","6023"
"201","3","6067"
"219","3","6108"
"37","3","6129"
"10","3","6244"
"1","3","6284"
"17","3","6418"
"913","3","6439"
"17","3","6458"
"35","3","6540"
"28","3","6650"
"1050","3","7003"
"10","3","7106"
"54","3","7735"
"1","3","7835"
"2027","3","7917"
"267","3","7967"
"388","3","7978"
"30","3","7979"
"255","3","7989"
"1","3","8011"
"269","3","8112"
"37","3","8241"
"21","3","8318"
"40","3","8454"
"323","3","8512"
"5","3","8746"
"77","3","8908"
"27","3","9020"
"235","3","9069"
"4","3","9182"
"11","3","9278"
"40","3","9298"
"21","3","9374"
"8","3","9468"
"333","3","9745"
"31","3","9914"
"1304","3","10079"
"24","3","10104"
"54","3","10256"
"37","3","10313"
"6","3","10315"
"41","3","10477"
"3","3","10502"
"9","3","10522"
"7","3","10712"
"1010","3","10725"
"47","3","10776"
"24","3","11099"
"25","3","11137"
"40","3","11529"
"33","3","11768"
"8","3","11785"
"24","3","11839"
"18","3","11878"
"15","3","11950"
"121","3","12296"
"1","3","12607"
"7","3","12861"
"28","3","12862"
"3","3","13458"
"182","3","13591"
"26","3","13707"
"7","3","13925"
"223","3","13930"
"46","3","13959"
"3","3","14305"
"4","3","14383"
"40","3","14868"
"10","3","14881"
"19","3","14948"
"2","3","15481"
"16","3","15516"
"31","3","15517"
"142","3","15627"
"7","3","15806"
"127","3","15811"
"41","3","16088"
"657","3","17310"
"40","3","18314"
"1","3","18433"
"21","3","18571"
"12","3","18759"
"7","3","18791"
"1","3","18917"
"2","3","18949"
"125","3","19432"
"5","3","20013"
"188","3","20115"
"37","3","20202"
"16","3","20227"
"150","3","20301"
"104","3","20353"
"2","3","20400"
"5","3","20464"
"6","3","20484"
"59","3","20911"
"23","3","21030"
"1","3","21361"
"3","3","21488"
"9","3","22444"
"1","3","22522"
"2","3","22917"
"5","3","23453"
"3","3","23751"
"18","3","24136"
"9","3","25081"
"9","3","25535"
"8","3","25907"
"151","3","25967"
"205","3","26113"
"30","3","27528"
"4","3","27739"
"15","3","27998"
"1","3","28652"
"3","3","29378"
"3","3","30039"
"1","3","30437"
"12","3","31474"
"157","3","32472"
"3","3","33127"
"94","3","33603"
"11","3","34447"
"36","3","34469"
"106","3","34480"
"361","3","34762"
"89","3","34777"
"6","3","36000"
"179","3","36252"
"1","3","36463"
"7","3","36606"
"1","3","36962"
"10","3","42252"
"4","3","42817"
"24","3","42953"
"20","3","43046"
"1","3","43341"
"38","3","45051"
"13","3","45137"
"7299","3","45162"
"52487","3","46426"
"5","3","46457"
"661","3","48213"
"14","3","52060"
"6","3","53802"
"67","3","53836"
"14","3","54726"
"10","3","56975"
"1","3","57216"
"24","3","58202"
"7052","3","58338"
"2089","3","59103"
"394","3","59767"
"93","3","60010"
"1","3","60324"
"2","3","63066"
"452","3","64139"
"1","3","64335"
"87","3","65133"
"25","3","67245"
"59","3","67404"
"21","3","67719"
"8","3","67746"
"57","3","67868"
"2","3","68653"
"9","3","69161"
"38","3","69409"
"47","3","69457"
"14875","3","70885"
"12","3","72390"
"687","3","73694"
"12","3","74726"
"325","3","78243"
"247","3","83676"
"139","3","84917"
"1","3","96274"
"4","3","98423"
"1","3","100014"
"2","3","101578"
"2","3","104441"
"267","3","104797"
"271","3","109459"
"4","3","120923"
"773","5","1"
"75779","5","2"
"86049","5","3"
"989622","5","5"
"749","5","8"
"2374","5","9"
"1010","5","10"
"797","5","12"
"3105","5","16"
"5939","5","17"
"34979","5","22"
"70","5","33"
"350","5","41"
"1133","5","53"
"5959","5","58"
"2596","5","64"
"1418","5","96"
"47203","5","114"
"4202","5","134"
"38","5","153"
"1155","5","154"
"1629","5","197"
"2849","5","219"
"254","5","227"
"13","5","236"
"139","5","242"
"1693","5","248"
"2566","5","256"
"1201","5","259"
"1348","5","277"
"42","5","296"
"334","5","305"
"55","5","306"
"764","5","317"
"404","5","348"
"1555","5","367"
"338","5","368"
"20","5","378"
"232","5","402"
"5","5","423"
"584","5","432"
"70","5","451"
"242","5","452"
"2036","5","522"
"142","5","523"
"22","5","538"
"1200","5","543"
"447","5","572"
"1611","5","578"
"806","5","580"
"1607","5","581"
"16","5","596"
"3356","5","598"
"2548","5","603"
"17","5","623"
"18","5","624"
"138","5","722"
"2","5","817"
"71562","5","820"
"7","5","824"
"85","5","854"
"564","5","869"
"4969","5","905"
"912","5","942"
"12","5","981"
"56","5","990"
"2","5","991"
"24","5","997"
"36","5","1014"
"58","5","1018"
"81","5","1081"
"20","5","1083"
"2343","5","1124"
"67","5","1158"
"468","5","1259"
"142","5","1384"
"9080","5","1386"
"7","5","1398"
"21","5","1399"
"37","5","1435"
"17","5","1461"
"65","5","1470"
"18","5","1488"
"42","5","1565"
"11","5","1702"
"30","5","1848"
"4","5","1871"
"8","5","1925"
"377","5","2054"
"637","5","2193"
"5626","5","2314"
"636","5","2358"
"2","5","2377"
"478","5","2387"
"106","5","2426"
"1939","5","2531"
"91","5","2556"
"11","5","2587"
"6","5","2751"
"337","5","2754"
"36","5","2763"
"3","5","3145"
"1","5","3208"
"14","5","3235"
"25","5","3318"
"1","5","3385"
"713","5","3496"
"547","5","3586"
"8","5","3666"
"859","5","3849"
"122","5","3961"
"144","5","3981"
"2","5","4037"
"92","5","4087"
"145","5","4088"
"5","5","4190"
"1005","5","4196"
"19","5","4254"
"152","5","4452"
"6","5","4597"
"7","5","4679"
"607","5","4928"
"16","5","4945"
"8475","5","4985"
"11","5","5171"
"18","5","5192"
"548","5","5223"
"47","5","5254"
"408","5","5382"
"9","5","5401"
"1343","5","5486"
"7470","5","5569"
"20","5","5600"
"710","5","5608"
"2","5","5670"
"6","5","5728"
"1","5","5795"
"69","5","5827"
"32","5","5852"
"12","5","5871"
"3","5","5989"
"27","5","5990"
"20","5","6023"
"407","5","6067"
"27","5","6108"
"59","5","6129"
"2","5","6244"
"1","5","6284"
"3","5","6418"
"377","5","6439"
"18","5","6458"
"45","5","6540"
"953","5","7003"
"7","5","7106"
"124","5","7735"
"192","5","7917"
"215","5","7967"
"101","5","7978"
"11","5","7979"
"1448","5","7989"
"34","5","8112"
"8","5","8241"
"103","5","8318"
"17","5","8454"
"131","5","8512"
"18","5","8746"
"93","5","8908"
"5","5","9020"
"236","5","9069"
"9","5","9182"
"11","5","9278"
"16","5","9298"
"20","5","9374"
"15","5","9745"
"31","5","9914"
"718","5","10079"
"10","5","10104"
"81","5","10256"
"24","5","10313"
"11","5","10477"
"1","5","10502"
"3","5","10522"
"9","5","10712"
"153","5","10725"
"59","5","10776"
"43","5","10876"
"47","5","11099"
"13","5","11529"
"38","5","11768"
"6","5","11785"
"20","5","11839"
"1","5","11878"
"4","5","11950"
"17","5","12296"
"2","5","12607"
"41","5","12861"
"8","5","12862"
"9","5","13458"
"35","5","13591"
"13","5","13707"
"3","5","13925"
"38","5","13930"
"22","5","13959"
"2","5","14305"
"1","5","14383"
"1","5","14416"
"13","5","14868"
"7","5","14881"
"21","5","14948"
"1","5","15516"
"57","5","15517"
"58","5","15627"
"77","5","15811"
"19","5","16088"
"2429","5","17310"
"8","5","18314"
"1","5","18433"
"6","5","18571"
"1","5","18759"
"2","5","18791"
"1","5","18917"
"1","5","18949"
"164","5","19432"
"1","5","20005"
"8","5","20013"
"97","5","20115"
"10","5","20202"
"3","5","20227"
"182","5","20301"
"77","5","20353"
"2","5","20484"
"9","5","20911"
"9","5","21030"
"21","5","21488"
"4","5","22444"
"2","5","22917"
"1","5","23453"
"41","5","24136"
"2","5","25081"
"2","5","25535"
"2","5","25907"
"18","5","25967"
"19","5","26113"
"14","5","27528"
"170","5","27998"
"5","5","29378"
"2","5","30039"
"14","5","32472"
"4","5","33127"
"2","5","33603"
"4","5","34447"
"26","5","34469"
"173","5","34480"
"43","5","34762"
"35","5","34777"
"8","5","36000"
"34","5","36252"
"1","5","36463"
"7","5","42252"
"1","5","42254"
"5","5","42533"
"6","5","42953"
"20","5","43046"
"1","5","43341"
"2089","5","45051"
"1","5","45137"
"868","5","45162"
"1545","5","46426"
"2","5","46457"
"87","5","48213"
"3","5","52060"
"6","5","52711"
"6","5","53802"
"62","5","53836"
"14","5","54726"
"36","5","56975"
"10","5","58202"
"2491","5","58338"
"19","5","59103"
"264","5","59767"
"33","5","60010"
"4","5","63066"
"23","5","64139"
"1","5","65133"
"26","5","67245"
"5","5","67404"
"1","5","67719"
"4","5","67746"
"159","5","67868"
"2","5","69161"
"1","5","69409"
"3","5","69457"
"165","5","70885"
"4","5","72390"
"42","5","73694"
"1","5","74655"
"1","5","74984"
"47","5","78243"
"56","5","83676"
"384","5","84917"
"1","5","96563"
"1","5","98423"
"371","5","104797"
"205","5","109459"
"260","8","1"
"213","8","2"
"360","8","3"
"749","8","5"
"230916","8","8"
"1600","8","9"
"30886","8","10"
"403","8","12"
"3183","8","16"
"3132","8","17"
"240","8","22"
"63","8","33"
"95","8","41"
"1133","8","53"
"18718","8","58"
"4966","8","64"
"43","8","96"
"15631","8","114"
"1443","8","134"
"34","8","153"
"583","8","154"
"991","8","197"
"673","8","219"
"116","8","227"
"2170","8","236"
"24","8","242"
"3747","8","248"
"258","8","256"
"1181","8","259"
"1523","8","277"
"29","8","296"
"1516","8","305"
"173","8","306"
"140","8","317"
"486","8","348"
"589","8","367"
"987","8","368"
"30","8","378"
"57","8","402"
"62","8","423"
"55","8","432"
"490","8","451"
"949","8","452"
"62","8","522"
"21","8","523"
"80","8","538"
"1493","8","543"
"468","8","572"
"1369","8","578"
"271","8","580"
"420","8","581"
"9","8","596"
"1691","8","598"
"711","8","603"
"74","8","623"
"95","8","624"
"109","8","722"
"718","8","817"
"26","8","820"
"3462","8","824"
"738","8","854"
"4","8","869"
"12","8","905"
"169","8","942"
"12","8","981"
"53","8","990"
"32","8","991"
"44","8","997"
"4","8","1014"
"578","8","1018"
"4","8","1081"
"159","8","1083"
"189","8","1124"
"363","8","1158"
"97","8","1259"
"22","8","1384"
"1435","8","1386"
"4","8","1398"
"36","8","1399"
"80","8","1435"
"56","8","1461"
"26","8","1470"
"4","8","1488"
"423","8","1565"
"97","8","1702"
"15","8","1848"
"400","8","1871"
"137","8","1925"
"686","8","2054"
"163","8","2193"
"1727","8","2314"
"77","8","2358"
"366","8","2387"
"2","8","2426"
"1214","8","2531"
"48","8","2556"
"27","8","2587"
"1031","8","2751"
"1207","8","2754"
"35","8","2763"
"18","8","3145"
"463","8","3208"
"61","8","3235"
"30","8","3248"
"3","8","3318"
"403","8","3385"
"316","8","3496"
"80","8","3586"
"5","8","3666"
"66","8","3788"
"203","8","3849"
"40","8","3961"
"237","8","3981"
"179","8","4037"
"1079","8","4087"
"1435","8","4088"
"180","8","4190"
"20","8","4254"
"319","8","4452"
"12","8","4597"
"459","8","4679"
"96","8","4928"
"17","8","4945"
"386","8","4985"
"122","8","5171"
"8","8","5192"
"223","8","5223"
"22","8","5254"
"266","8","5382"
"58","8","5401"
"1002","8","5486"
"3951","8","5569"
"13","8","5600"
"753","8","5608"
"2","8","5670"
"8","8","5728"
"3","8","5795"
"21","8","5827"
"253","8","5852"
"18","8","5871"
"63","8","5989"
"41","8","5990"
"5","8","6023"
"391","8","6067"
"32","8","6129"
"7","8","6244"
"49","8","6284"
"5","8","6418"
"145","8","6439"
"51","8","6458"
"22","8","6540"
"2629","8","7003"
"31","8","7106"
"2","8","7835"
"1","8","7917"
"143","8","7967"
"116","8","7978"
"4","8","7979"
"121","8","7989"
"263","8","8011"
"212","8","8112"
"16","8","8241"
"19","8","8318"
"59","8","8454"
"1171","8","8512"
"17","8","8746"
"26","8","8908"
"77","8","9020"
"113","8","9069"
"11","8","9182"
"36","8","9278"
"306","8","9298"
"23","8","9374"
"59","8","9745"
"44","8","9914"
"85","8","10079"
"18","8","10104"
"2693","8","10256"
"90","8","10313"
"3","8","10315"
"236","8","10477"
"31","8","10502"
"11","8","10522"
"10","8","10712"
"130","8","10776"
"168","8","10876"
"27","8","11050"
"102","8","11070"
"3","8","11137"
"57","8","11529"
"111","8","11768"
"20","8","11785"
"43","8","11950"
"3","8","12296"
"1","8","12607"
"31","8","12861"
"125","8","12862"
"17","8","13458"
"13","8","13591"
"91","8","13707"
"14","8","13925"
"5","8","13930"
"4","8","13959"
"4","8","14305"
"1","8","14383"
"21","8","14416"
"22","8","14868"
"19","8","14881"
"3","8","14948"
"4","8","15481"
"3","8","15516"
"31","8","15517"
"161","8","15627"
"381","8","15811"
"136","8","16088"
"924","8","17310"
"4","8","18433"
"13","8","18571"
"25","8","18759"
"1","8","18791"
"2","8","18917"
"1","8","18949"
"82","8","19432"
"5","8","20005"
"3","8","20013"
"15","8","20115"
"8","8","20202"
"6","8","20227"
"8","8","20301"
"14","8","20353"
"26","8","20400"
"69","8","20464"
"25","8","20484"
"137","8","20911"
"94","8","21030"
"11","8","21361"
"18","8","21488"
"11","8","22444"
"1","8","22522"
"36","8","22917"
"72","8","23453"
"60","8","24136"
"70","8","25081"
"306","8","25535"
"11","8","25907"
"16","8","25967"
"38","8","27528"
"2","8","27739"
"4","8","27998"
"14","8","28427"
"5","8","28652"
"12","8","29378"
"13","8","30039"
"4","8","30437"
"18","8","31474"
"321","8","32472"
"32","8","33127"
"1","8","33603"
"148","8","34447"
"1150","8","34469"
"2","8","34480"
"3","8","34762"
"2","8","34777"
"26","8","36000"
"34","8","36252"
"23","8","36463"
"8","8","36962"
"1","8","40705"
"1","8","42252"
"11","8","42254"
"1","8","42817"
"72","8","43046"
"2","8","43341"
"1","8","45137"
"146","8","46426"
"1","8","46457"
"2","8","46589"
"9","8","47964"
"4","8","48132"
"4","8","48183"
"22","8","52060"
"9","8","52711"
"12","8","53802"
"54","8","53836"
"11","8","54726"
"2","8","56975"
"7","8","57216"
"422","8","58202"
"983","8","58338"
"1","8","59103"
"1798","8","59767"
"109","8","60010"
"7","8","60324"
"1","8","62293"
"5","8","62792"
"1909","8","63066"
"14","8","64139"
"1","8","65133"
"1","8","67118"
"83","8","67245"
"4","8","67719"
"3","8","67746"
"1","8","67849"
"6","8","67868"
"1","8","69161"
"1","8","70885"
"267","8","72390"
"3","8","74726"
"32","8","74984"
"4","8","75378"
"1","8","76973"
"1","8","78243"
"436","8","84917"
"1","8","89886"
"1","8","95932"
"6","8","96274"
"4","8","96563"
"1","8","101409"
"179","8","104797"
"34","8","109459"
"145646","9","1"
"9146","9","2"
"18756","9","3"
"2374","9","5"
"1600","9","8"
"1015552","9","9"
"8199","9","10"
"284","9","12"
"1481","9","16"
"6483","9","17"
"23182","9","22"
"156","9","33"
"11237","9","41"
"109","9","53"
"805","9","58"
"11464","9","64"
"132612","9","96"
"9840","9","114"
"2905","9","134"
"696","9","153"
"595","9","154"
"1449","9","197"
"3081","9","219"
"281","9","227"
"93","9","236"
"629","9","242"
"3615","9","248"
"772","9","256"
"1900","9","259"
"2789","9","277"
"106","9","296"
"557","9","305"
"132","9","306"
"586","9","317"
"1547","9","348"
"771","9","367"
"634","9","368"
"70484","9","378"
"131","9","402"
"518","9","423"
"330","9","432"
"789","9","451"
"766","9","452"
"9001","9","522"
"776","9","523"
"15","9","538"
"1367","9","543"
"538","9","572"
"1161","9","578"
"187","9","580"
"923","9","581"
"15","9","596"
"5673","9","598"
"625","9","603"
"48","9","623"
"59","9","624"
"87","9","722"
"34","9","817"
"13152","9","820"
"106","9","824"
"457","9","854"
"2009","9","869"
"882","9","905"
"1658","9","942"
"13","9","981"
"2","9","990"
"13","9","991"
"133","9","997"
"82","9","1014"
"205","9","1018"
"38","9","1081"
"92","9","1083"
"1532","9","1124"
"116","9","1158"
"172","9","1259"
"328","9","1384"
"5476","9","1386"
"31","9","1398"
"85","9","1399"
"15","9","1435"
"986","9","1461"
"889","9","1470"
