cnt,Tag1,Tag2
"2","578","1399"
"3","578","1435"
"4","578","1461"
"1","578","1470"
"1","578","1488"
"354","578","1565"
"20","578","1702"
"3","578","1848"
"24","578","1871"
"593","578","1925"
"34","578","2054"
"15","578","2193"
"383","578","2314"
"2","578","2358"
"2","578","2387"
"2","578","2426"
"163","578","2531"
"322","578","2556"
"1","578","2587"
"7","578","2751"
"5","578","2754"
"5","578","2763"
"27","578","3145"
"2","578","3235"
"2","578","3248"
"34","578","3496"
"18","578","3586"
"1","578","3666"
"1","578","3788"
"11","578","3849"
"4","578","3961"
"36","578","3981"
"2","578","4037"
"17","578","4087"
"4","578","4088"
"16","578","4190"
"5","578","4196"
"12","578","4254"
"164","578","4452"
"83","578","4928"
"6","578","4945"
"17","578","4985"
"4","578","5171"
"1","578","5192"
"2","578","5223"
"106","578","5382"
"26","578","5486"
"716","578","5569"
"818","578","5608"
"7","578","5670"
"2","578","5827"
"71","578","5852"
"6","578","5871"
"1","578","5989"
"5","578","5990"
"16","578","6067"
"7","578","6129"
"4","578","6244"
"2","578","6284"
"10","578","6439"
"2","578","6458"
"8","578","6540"
"100","578","7003"
"2","578","7917"
"15","578","7967"
"8","578","7978"
"4","578","7979"
"44","578","7989"
"1","578","8011"
"25","578","8112"
"1","578","8241"
"2","578","8318"
"9","578","8454"
"98","578","8512"
"307","578","8746"
"8","578","8908"
"3","578","9020"
"4","578","9374"
"3","578","9745"
"7","578","9914"
"12","578","10079"
"33","578","10104"
"26","578","10256"
"25","578","10313"
"3","578","10315"
"96","578","10477"
"4","578","10522"
"1","578","10712"
"10","578","10776"
"1","578","10876"
"4","578","11050"
"5","578","11099"
"1","578","11529"
"11","578","11785"
"10","578","11878"
"2","578","11950"
"21","578","12861"
"69","578","12862"
"7","578","13458"
"21","578","13591"
"117","578","13707"
"2","578","13925"
"2","578","14868"
"4","578","14881"
"2","578","14948"
"1","578","15516"
"30","578","15627"
"163","578","16088"
"62","578","17310"
"1","578","18433"
"3","578","18571"
"7","578","18759"
"1","578","18917"
"38","578","19432"
"2","578","20013"
"2","578","20115"
"2","578","20202"
"8","578","20400"
"1","578","20464"
"1","578","21030"
"2","578","22444"
"2","578","22917"
"1","578","23453"
"3","578","25081"
"7","578","25535"
"2","578","25967"
"4","578","27528"
"3","578","28652"
"21","578","30039"
"31","578","30437"
"1","578","31474"
"8","578","32472"
"8","578","34447"
"21","578","34469"
"8","578","34480"
"9","578","34777"
"2","578","36000"
"31","578","36252"
"6","578","36463"
"1","578","36606"
"6","578","36962"
"1","578","42252"
"1","578","42254"
"1","578","42953"
"5","578","43046"
"1","578","43341"
"1","578","45051"
"183","578","46426"
"9","578","46457"
"3","578","52711"
"2","578","53802"
"4","578","53836"
"5","578","54726"
"5","578","56975"
"154","578","57216"
"285","578","58202"
"79","578","58338"
"8","578","59103"
"295","578","59767"
"240","578","60010"
"4","578","62293"
"1","578","62792"
"3","578","63066"
"21","578","64139"
"7","578","67118"
"1","578","67245"
"5","578","67719"
"1","578","67868"
"1","578","69376"
"1","578","69409"
"13","578","70885"
"95","578","72390"
"13","578","76973"
"10","578","84917"
"64","578","104797"
"2","578","109459"
"55","580","1"
"1003","580","2"
"577","580","3"
"806","580","5"
"271","580","8"
"187","580","9"
"241","580","10"
"224","580","12"
"1239","580","16"
"503","580","17"
"382","580","22"
"15","580","33"
"18","580","41"
"122","580","53"
"1822","580","58"
"860","580","64"
"29","580","96"
"2024","580","114"
"398","580","134"
"4","580","153"
"10","580","154"
"71","580","197"
"124","580","219"
"31","580","227"
"5","580","236"
"8","580","242"
"136","580","248"
"192","580","256"
"46","580","259"
"234","580","277"
"7","580","296"
"49","580","305"
"4","580","306"
"38","580","317"
"15","580","348"
"185","580","367"
"70","580","368"
"2","580","378"
"52","580","402"
"4","580","423"
"30","580","432"
"2","580","451"
"10","580","452"
"349","580","522"
"6","580","523"
"72","580","543"
"40","580","572"
"125","580","578"
"53519","580","580"
"1903","580","581"
"79","580","596"
"263","580","598"
"87","580","603"
"4","580","623"
"2","580","624"
"21","580","722"
"2","580","817"
"197","580","820"
"2","580","824"
"34","580","854"
"27","580","869"
"31","580","905"
"154","580","942"
"1095","580","990"
"15","580","997"
"1","580","1014"
"11","580","1018"
"2","580","1081"
"6","580","1083"
"224","580","1124"
"12","580","1158"
"29","580","1259"
"3","580","1384"
"56","580","1386"
"1","580","1398"
"23","580","1399"
"1","580","1461"
"4","580","1470"
"2","580","1565"
"6","580","1702"
"4","580","1871"
"11","580","1925"
"27","580","2054"
"324","580","2193"
"290","580","2314"
"41","580","2358"
"25","580","2387"
"7","580","2426"
"101","580","2531"
"18","580","2556"
"1","580","2587"
"7","580","2754"
"3","580","2763"
"2","580","3145"
"1","580","3235"
"11","580","3248"
"54","580","3496"
"43","580","3586"
"6","580","3666"
"1","580","3788"
"506","580","3849"
"10","580","3961"
"20","580","3981"
"3","580","4037"
"30","580","4087"
"11","580","4088"
"3","580","4190"
"6","580","4196"
"5","580","4254"
"151","580","4452"
"1","580","4597"
"8","580","4679"
"29","580","4928"
"3","580","4945"
"91","580","4985"
"5","580","5192"
"51","580","5223"
"5","580","5254"
"54","580","5382"
"27","580","5401"
"82","580","5486"
"142","580","5569"
"13","580","5600"
"121","580","5608"
"12","580","5827"
"12","580","5852"
"17","580","5871"
"1","580","5989"
"5","580","5990"
"31","580","6067"
"5","580","6129"
"1","580","6244"
"2","580","6284"
"20","580","6439"
"5","580","6458"
"13","580","6540"
"17","580","7003"
"1","580","7106"
"23","580","7967"
"4","580","7978"
"2","580","7979"
"61","580","7989"
"4","580","8112"
"4","580","8318"
"6","580","8454"
"51","580","8512"
"4","580","8746"
"1","580","8908"
"2","580","9020"
"19","580","9069"
"3","580","9182"
"1","580","9278"
"5","580","9298"
"2","580","9374"
"3","580","9745"
"5","580","9914"
"25","580","10079"
"4","580","10256"
"3","580","10313"
"2","580","10477"
"1","580","10502"
"2","580","10712"
"3","580","10776"
"2","580","10876"
"1","580","11099"
"4","580","11529"
"7","580","11768"
"8","580","11950"
"1","580","12296"
"1","580","12607"
"3","580","12861"
"7","580","12862"
"17","580","13591"
"5","580","13707"
"1","580","13925"
"1","580","13930"
"3","580","14868"
"2","580","14881"
"4","580","14948"
"3","580","15517"
"6","580","15627"
"6","580","15811"
"2","580","16088"
"137","580","17310"
"16","580","19432"
"2","580","20013"
"8","580","20115"
"4","580","20202"
"4","580","20301"
"3","580","20464"
"1","580","20484"
"2","580","20911"
"3","580","21488"
"2","580","22444"
"1","580","22522"
"5","580","22917"
"2","580","23453"
"1","580","24136"
"2","580","25535"
"1","580","26113"
"3","580","27528"
"1","580","27998"
"1","580","29378"
"2","580","32472"
"1","580","33127"
"2","580","34447"
"7","580","34469"
"2","580","34480"
"1","580","34777"
"1","580","36000"
"5","580","36252"
"1","580","36606"
"1","580","36962"
"1","580","40705"
"1","580","42252"
"1","580","45137"
"1","580","45162"
"26","580","46426"
"1","580","46457"
"1","580","48213"
"1","580","53802"
"8","580","53836"
"3","580","54726"
"1","580","56975"
"1","580","58202"
"17","580","58338"
"156","580","59767"
"16","580","60010"
"4","580","63066"
"2","580","64139"
"2","580","67245"
"2","580","67719"
"5","580","67868"
"4","580","70885"
"4","580","72390"
"1","580","78243"
"65","580","84917"
"1","580","104797"
"6","580","109459"
"264","581","1"
"109","581","2"
"793","581","3"
"1607","581","5"
"420","581","8"
"923","581","9"
"865","581","10"
"3197","581","12"
"847","581","16"
"1268","581","17"
"119","581","22"
"60","581","33"
"51","581","41"
"13","581","53"
"79","581","58"
"30","581","64"
"128","581","96"
"1814","581","114"
"245","581","134"
"9","581","153"
"30","581","154"
"82","581","197"
"554","581","219"
"46","581","227"
"3","581","236"
"14","581","242"
"789","581","248"
"46","581","256"
"78","581","259"
"7","581","277"
"13","581","296"
"12","581","305"
"58","581","317"
"6","581","348"
"45","581","367"
"24","581","368"
"6","581","378"
"4","581","402"
"4","581","432"
"7","581","451"
"5","581","452"
"22","581","522"
"4","581","538"
"51","581","543"
"36","581","572"
"52","581","578"
"1903","581","580"
"16126","581","581"
"12","581","596"
"170","581","598"
"10","581","603"
"12","581","623"
"10","581","624"
"5","581","722"
"406","581","820"
"3","581","824"
"13","581","854"
"2","581","869"
"24","581","905"
"10","581","942"
"9","581","990"
"10","581","991"
"2","581","1014"
"11","581","1018"
"9","581","1083"
"71","581","1124"
"37","581","1158"
"9","581","1259"
"264","581","1386"
"3","581","1399"
"7","581","1435"
"5","581","1565"
"46","581","1702"
"1","581","1848"
"2","581","1871"
"10","581","1925"
"40","581","2054"
"26","581","2193"
"91","581","2314"
"776","581","2358"
"505","581","2387"
"18","581","2531"
"9","581","2556"
"1","581","2587"
"9","581","2751"
"10","581","2754"
"4","581","3145"
"1","581","3248"
"1","581","3318"
"1","581","3385"
"19","581","3496"
"6","581","3849"
"6","581","3961"
"1","581","3981"
"1","581","4037"
"8","581","4087"
"30","581","4088"
"11","581","4190"
"3","581","4196"
"62","581","4452"
"13","581","4928"
"1","581","4945"
"52","581","4985"
"1","581","5192"
"10","581","5223"
"4","581","5254"
"21","581","5382"
"11","581","5486"
"86","581","5569"
"7","581","5600"
"84","581","5608"
"2","581","5670"
"1","581","5827"
"20","581","5852"
"3","581","5871"
"16","581","5990"
"8","581","6067"
"25","581","6129"
"1","581","6244"
"6","581","6439"
"5","581","6458"
"3","581","6540"
"93","581","7003"
"1","581","7106"
"4","581","7917"
"3","581","7967"
"1","581","7978"
"19","581","7989"
"2","581","8011"
"4","581","8112"
"2","581","8318"
"6","581","8454"
"17","581","8512"
"2","581","8908"
"2","581","9069"
"5","581","9182"
"7","581","9278"
"6","581","9298"
"1","581","9374"
"1","581","9745"
"4","581","10079"
"3","581","10256"
"3","581","10313"
"1","581","10502"
"2","581","10712"
"2","581","10876"
"2","581","11050"
"4","581","11529"
"2","581","11768"
"1","581","11878"
"1","581","11950"
"18","581","12861"
"2","581","12862"
"7","581","13591"
"3","581","14868"
"1","581","15517"
"25","581","15627"
"11","581","15811"
"35","581","16088"
"11","581","17310"
"5","581","19432"
"1","581","20115"
"1","581","20301"
"1","581","20353"
"1","581","20400"
"4","581","20464"
"1","581","20911"
"3","581","21030"
"1","581","22444"
"5","581","22917"
"2","581","27528"
"1","581","30039"
"2","581","31474"
"1","581","32472"
"1","581","34447"
"6","581","34469"
"1","581","34480"
"1","581","36000"
"14","581","36252"
"1","581","42817"
"3","581","45162"
"120","581","46426"
"9","581","46457"
"5","581","46589"
"4","581","53836"
"1","581","56975"
"6","581","57216"
"6","581","58202"
"96","581","58338"
"1","581","59103"
"323","581","59767"
"45","581","60010"
"6","581","63066"
"8","581","64139"
"4","581","67118"
"5","581","67719"
"9","581","67868"
"3","581","70885"
"103","581","72390"
"9","581","84917"
"34","581","104797"
"19","581","109459"
"1","596","1"
"3","596","3"
"16","596","5"
"9","596","8"
"15","596","9"
"21","596","10"
"3","596","12"
"24","596","16"
"11","596","17"
"35","596","22"
"5","596","41"
"2","596","58"
"4","596","96"
"46","596","114"
"2","596","134"
"1","596","248"
"1","596","259"
"1","596","305"
"1","596","306"
"1","596","317"
"1","596","367"
"1","596","378"
"2","596","452"
"1","596","522"
"1","596","543"
"1","596","578"
"79","596","580"
"12","596","581"
"315","596","596"
"2","596","598"
"1","596","603"
"17","596","854"
"1","596","942"
"1","596","997"
"1","596","1470"
"1","596","1488"
"1","596","1848"
"2","596","1871"
"1","596","1925"
"1","596","2054"
"1","596","2193"
"4","596","2314"
"1","596","2387"
"5","596","2531"
"5","596","2754"
"1","596","3145"
"2","596","3496"
"1","596","3788"
"1","596","3849"
"1","596","4087"
"1","596","4088"
"11","596","4190"
"5","596","4452"
"1","596","4945"
"1","596","4985"
"3","596","5223"
"20","596","5569"
"11","596","5608"
"18","596","5852"
"1","596","5990"
"2","596","6067"
"1","596","6439"
"4","596","7003"
"1","596","7967"
"1","596","7979"
"1","596","8011"
"2","596","8112"
"16","596","8512"
"1","596","8908"
"6","596","10313"
"1","596","10776"
"1","596","13930"
"1","596","20400"
"1","596","20464"
"1","596","21030"
"1","596","21361"
"1","596","34469"
"2","596","34777"
"3","596","46457"
"1","596","53836"
"4","596","58338"
"2","596","67719"
"2","596","104797"
"2101","598","1"
"932","598","2"
"5051","598","3"
"3356","598","5"
"1691","598","8"
"5673","598","9"
"3849","598","10"
"510","598","12"
"3777","598","16"
"7664","598","17"
"3925","598","22"
"155","598","33"
"296","598","41"
"186","598","53"
"735","598","58"
"448","598","64"
"1202","598","96"
"1593","598","114"
"429","598","134"
"31","598","153"
"571","598","154"
"158","598","197"
"74","598","219"
"110","598","227"
"44","598","236"
"20","598","242"
"1864","598","248"
"779","598","256"
"282","598","259"
"230","598","277"
"51","598","296"
"106","598","305"
"21","598","306"
"885","598","317"
"73","598","348"
"41","598","367"
"53","598","368"
"659","598","378"
"88","598","402"
"8","598","423"
"52","598","432"
"43","598","451"
"36","598","452"
"237","598","522"
"33","598","523"
"53","598","538"
"2685","598","543"
"76","598","572"
"182","598","578"
"263","598","580"
"170","598","581"
"2","598","596"
"65189","598","598"
"372","598","603"
"106","598","623"
"252","598","624"
"450","598","722"
"11","598","817"
"2214","598","820"
"256","598","824"
"836","598","854"
"41","598","869"
"295","598","905"
"201","598","942"
"3","598","981"
"25","598","990"
"18","598","991"
"36","598","997"
"37","598","1014"
"56","598","1018"
"11","598","1081"
"76","598","1083"
"16","598","1124"
"153","598","1158"
"41","598","1259"
"18","598","1384"
"4514","598","1386"
"2","598","1398"
"20","598","1399"
"62","598","1435"
"92","598","1461"
"4","598","1470"
"2","598","1488"
"9","598","1565"
"98","598","1702"
"21","598","1848"
"103","598","1871"
"362","598","1925"
"63","598","2054"
"52","598","2193"
"581","598","2314"
"21","598","2358"
"35","598","2387"
"2","598","2426"
"532","598","2531"
"92","598","2556"
"1","598","2587"
"144","598","2751"
"68","598","2754"
"7","598","2763"
"25","598","3145"
"1","598","3158"
"1","598","3208"
"14","598","3235"
"6","598","3248"
"4","598","3318"
"92","598","3385"
"37","598","3496"
"43","598","3586"
"9","598","3666"
"3","598","3788"
"34","598","3849"
"5","598","3961"
"5","598","3981"
"22","598","4037"
"2","598","4087"
"115","598","4088"
"700","598","4190"
"84","598","4196"
"46","598","4254"
"886","598","4452"
"9","598","4679"
"56","598","4928"
"7","598","4945"
"435","598","4985"
"25","598","5171"
"15","598","5192"
"31","598","5223"
"2","598","5254"
"107","598","5382"
"5","598","5401"
"27","598","5486"
"283","598","5569"
"13","598","5600"
"562","598","5608"
"2","598","5670"
"12","598","5827"
"250","598","5852"
"14","598","5871"
"6","598","5989"
"43","598","5990"
"10","598","6023"
"12","598","6067"
"1","598","6108"
"6","598","6129"
"5","598","6244"
"3","598","6284"
"7","598","6418"
"17","598","6439"
"14","598","6458"
"3","598","6540"
"1","598","6650"
"518","598","7003"
"6","598","7106"
"4","598","7735"
"10","598","7917"
"20","598","7967"
"4","598","7978"
"33","598","7979"
"122","598","7989"
"63","598","8011"
"5","598","8112"
"3","598","8241"
"33","598","8318"
"35","598","8454"
"373","598","8512"
"22","598","8746"
"13","598","8908"
"42","598","9020"
"6","598","9069"
"5","598","9182"
"19","598","9278"
"19","598","9298"
"24","598","9374"
"11","598","9468"
"13","598","9745"
"4","598","9914"
"5","598","10079"
"5","598","10104"
"17","598","10256"
"32","598","10313"
"3","598","10315"
"39","598","10477"
"24","598","10502"
"2","598","10712"
"4","598","10725"
"16","598","10776"
"5","598","10876"
"5","598","11050"
"1","598","11070"
"10","598","11099"
"2","598","11137"
"16","598","11529"
"5","598","11768"
"2","598","11785"
"7","598","11878"
"2","598","11950"
"6","598","12296"
"1","598","12607"
"7","598","12861"
"27","598","12862"
"4","598","13458"
"119","598","13591"
"11","598","13707"
"5","598","13925"
"14","598","13930"
"1","598","13959"
"10","598","14305"
"3","598","14383"
"6","598","14868"
"1","598","14881"
"7","598","14948"
"4","598","15481"
"11","598","15516"
"2","598","15517"
"93","598","15627"
"17","598","15811"
"233","598","16088"
"80","598","17310"
"3","598","18433"
"4","598","18571"
"9","598","18759"
"1","598","18917"
"4","598","18949"
"59","598","19432"
"1","598","20005"
"7","598","20013"
"13","598","20115"
"12","598","20301"
"4","598","20353"
"73","598","20400"
"53","598","20464"
"4","598","20484"
"3","598","20911"
"14","598","21030"
"4","598","22444"
"7","598","22917"
"5","598","23453"
"91","598","24136"
"1","598","24349"
"6","598","25081"
"94","598","25535"
"9","598","25967"
"2","598","26113"
"1","598","27492"
"1","598","27528"
"1","598","28427"
"1","598","28652"
"8","598","29378"
"25","598","30039"
"3","598","30437"
"1","598","31474"
"61","598","32472"
"11","598","33127"
"1","598","33603"
"66","598","34447"
"87","598","34469"
"161","598","34480"
"1","598","34762"
"29","598","34777"
"6","598","36000"
"232","598","36252"
"10","598","36463"
"7","598","36606"
"2","598","36962"
"1","598","37554"
"1","598","42254"
"7","598","42953"
"9","598","43046"
"4","598","43341"
"1","598","44099"
"1","598","44363"
"9","598","45051"
"16","598","45162"
"518","598","46426"
"106","598","46457"
"2","598","46589"
"1","598","48183"
"3","598","48213"
"6","598","52060"
"3","598","52711"
"2","598","53802"
"11","598","53836"
"2","598","54726"
"81","598","56975"
"15","598","57216"
"16","598","58202"
"952","598","58338"
"29","598","59103"
"448","598","59767"
"197","598","60010"
"36","598","60324"
"1","598","62792"
"7","598","63066"
"82","598","64139"
"1","598","65133"
"2","598","67118"
"4","598","67245"
"7","598","67404"
"196","598","67719"
"2","598","67746"
"2","598","67849"
"1","598","68653"
"4","598","69376"
"18","598","69409"
"46","598","70885"
"215","598","72390"
"4","598","73694"
"11","598","74655"
"35","598","74984"
"1","598","76973"
"1","598","78243"
"8","598","84917"
"1","598","95932"
"1","598","96274"
"1","598","96681"
"1","598","98423"
"2","598","101578"
"1","598","101579"
"173","598","104797"
"2","598","109459"
"129","603","1"
"177","603","2"
"1337","603","3"
"2548","603","5"
"711","603","8"
"625","603","9"
"810","603","10"
"437","603","12"
"1482","603","16"
"1899","603","17"
"632","603","22"
"19","603","33"
"103","603","41"
"26","603","53"
"378","603","58"
"201","603","64"
"94","603","96"
"147","603","114"
"92","603","134"
"11","603","153"
"116","603","154"
"67","603","197"
"4","603","219"
"11","603","227"
"12","603","236"
"3","603","242"
"230","603","248"
"100","603","256"
"121","603","259"
"20","603","277"
"2","603","296"
"17","603","305"
"14","603","306"
"12","603","317"
"31","603","348"
"8","603","367"
"7","603","368"
"24","603","378"
"16","603","402"
"3","603","423"
"15","603","432"
"11","603","451"
"24","603","452"
"256","603","522"
"3","603","523"
"5","603","538"
"58","603","543"
"1","603","572"
"27","603","578"
"87","603","580"
"10","603","581"
"1","603","596"
"372","603","598"
"16303","603","603"
"119","603","623"
"54","603","624"
"37","603","722"
"7","603","817"
"440","603","820"
"21","603","824"
"168","603","854"
"21","603","869"
"61","603","905"
"38","603","942"
"7","603","981"
"17","603","990"
"5","603","991"
"56","603","997"
"1","603","1014"
"26","603","1018"
"3","603","1081"
"3","603","1083"
"1","603","1124"
"18","603","1158"
"5","603","1259"
"1087","603","1386"
"2","603","1398"
"6","603","1399"
"30","603","1435"
"2","603","1461"
"10","603","1470"
"10","603","1488"
"1","603","1565"
"49","603","1702"
"6","603","1848"
"8","603","1871"
"30","603","1925"
"26","603","2054"
"28","603","2193"
"162","603","2314"
"2","603","2358"
"3","603","2387"
"47","603","2531"
"20","603","2751"
"16","603","2754"
"3","603","2763"
"1","603","3208"
"1","603","3235"
"5","603","3248"
"1","603","3318"
"21","603","3496"
"1","603","3586"
"7","603","3666"
"11","603","3788"
"13","603","3849"
"1","603","3961"
"3","603","3981"
"4","603","4037"
"6","603","4087"
"1","603","4088"
"16","603","4190"
"5","603","4196"
"16","603","4254"
"540","603","4452"
"2","603","4597"
"1","603","4679"
"38","603","4928"
"1","603","4945"
"32","603","4985"
"10","603","5171"
"3","603","5192"
"3","603","5223"
"30","603","5382"
"40","603","5401"
"68","603","5486"
"167","603","5569"
"6","603","5600"
"39","603","5608"
"7","603","5827"
"11","603","5852"
"1","603","5871"
"1","603","5990"
"2","603","6067"
"2","603","6108"
"3","603","6129"
"4","603","6284"
"2","603","6418"
"7","603","6439"
"15","603","6458"
"1","603","6540"
"150","603","7003"
"12","603","7917"
"15","603","7967"
"10","603","7978"
"24","603","7979"
"33","603","7989"
"1","603","8011"
"3","603","8112"
"1","603","8318"
"1","603","8454"
"28","603","8512"
"7","603","8746"
"9","603","8908"
"1","603","9020"
"21","603","9069"
"1","603","9374"
"1","603","9468"
"1","603","9745"
"1","603","10079"
"3","603","10256"
"2","603","10313"
"1","603","10315"
"5","603","10477"
"1","603","10502"
"1","603","10522"
"16","603","10725"
"2","603","10776"
"1","603","10876"
"2","603","11050"
"1","603","11070"
"1","603","11099"
"6","603","11529"
"2","603","11785"
"1","603","11878"
"2","603","11950"
"4","603","12607"
"3","603","12861"
"3","603","12862"
"56","603","13591"
"1","603","13707"
"1","603","13925"
"7","603","13930"
"4","603","14868"
"23","603","14948"
"1","603","15516"
"2","603","15517"
"120","603","15627"
"70","603","16088"
"54","603","17310"
"6","603","18314"
"1","603","18949"
"4","603","19432"
"2","603","20013"
"129","603","20115"
"3","603","20227"
"4","603","20301"
"7","603","20353"
"1","603","20400"
"2","603","20464"
"2","603","20484"
"1","603","20911"
"1","603","22917"
"1","603","24136"
"2","603","24349"
"1","603","25907"
"4","603","25967"
"1","603","26113"
"4","603","27528"
"3","603","28652"
"6","603","29378"
"8","603","30039"
"2","603","32334"
"9","603","32472"
"2","603","33603"
"4","603","34447"
"18","603","34469"
"5","603","34480"
"5","603","34762"
"21","603","34777"
"16","603","36252"
"22","603","36606"
"1","603","42254"
"6","603","42953"
"3","603","43341"
"3","603","45051"
"14","603","45162"
"50","603","46426"
"26","603","46457"
"3","603","48213"
"1","603","52060"
"2","603","54726"
"3","603","56975"
"2","603","57216"
"4","603","58202"
"241","603","58338"
"1","603","59103"
"14","603","59767"
"84","603","60010"
"1","603","60324"
"1","603","62792"
"3","603","63066"
"9","603","64139"
"2","603","67404"
"63","603","67719"
"3","603","67746"
"1","603","69409"
"2","603","69457"
"18","603","70885"
"46","603","72390"
"4","603","73694"
"1","603","76973"
"8","603","84917"
"86","603","104797"
"7","603","109459"
"16","623","1"
"19","623","3"
"17","623","5"
"74","623","8"
"48","623","9"
"124","623","10"
"8","623","12"
"90","623","16"
"230","623","17"
"22","623","22"
"43","623","33"
"2","623","53"
"1","623","58"
"1","623","64"
"1","623","96"
"79","623","114"
"113","623","134"
"14","623","197"
"2","623","219"
"6","623","227"
"1122","623","248"
"1","623","256"
"85","623","259"
"1","623","277"
"1","623","296"
"1","623","305"
"4","623","317"
"7","623","368"
"5","623","402"
"1","623","451"
"2","623","452"
"1","623","523"
"41","623","543"
"23","623","572"
"74","623","578"
"4","623","580"
"12","623","581"
"106","623","598"
"119","623","603"
"2373","623","623"
"489","623","624"
"1","623","722"
"1","623","820"
"1","623","824"
"10","623","854"
"4","623","942"
"36","623","981"
"8","623","991"
"1","623","1018"
"8","623","1083"
"3","623","1158"
"2","623","1259"
"2","623","1386"
"14","623","1565"
"4","623","1702"
"1","623","1848"
"24","623","1925"
"2","623","2054"
"29","623","2314"
"3","623","2387"
"18","623","2531"
"10","623","2556"
"1","623","2587"
"1","623","3235"
"1","623","3318"
"3","623","3496"
"1","623","3849"
"1","623","4037"
"2","623","4088"
"2","623","4190"
"21","623","4254"
"5","623","4452"
"2","623","4928"
"5","623","5171"
"1","623","5192"
"2","623","5223"
"61","623","5382"
"1","623","5486"
"6","623","5569"
"21","623","5608"
"9","623","5670"
"6","623","5852"
"2","623","5990"
"1","623","6067"
"5","623","6129"
"2","623","6458"
"1","623","6540"
"2","623","7003"
"1","623","7979"
"1","623","7989"
"4","623","8241"
"5","623","8454"
"22","623","8512"
"3","623","8746"
"1","623","8908"
"2","623","9020"
"1","623","9182"
"6","623","9374"
"3","623","10313"
"18","623","10477"
"2","623","10776"
"1","623","11099"
"3","623","12861"
"16","623","12862"
"9","623","13458"
"6","623","13707"
"1","623","13925"
"1","623","13930"
"1","623","14305"
"8","623","14868"
"1","623","15627"
"380","623","16088"
"2","623","17310"
"3","623","18759"
"8","623","19432"
"3","623","20115"
"2","623","20464"
"1","623","20484"
"1","623","28427"
"1","623","29378"
"87","623","30039"
"19","623","30437"
"2","623","33127"
"5","623","34447"
"1","623","34480"
"4","623","46589"
"1","623","52711"
"1","623","53836"
"7","623","54726"
"2","623","57216"
"11","623","58202"
"2","623","58338"
"102","623","59767"
"6","623","60010"
"1","623","67719"
"1","623","67868"
"6","623","72390"
"17","623","76973"
"1","623","78788"
"2","623","98423"
"1","623","104797"
"20","624","1"
"1","624","2"
"37","624","3"
"18","624","5"
"95","624","8"
"59","624","9"
"159","624","10"
"15","624","12"
"142","624","16"
"415","624","17"
"10","624","22"
"35","624","33"
"1","624","53"
"1","624","58"
"124","624","114"
"155","624","134"
"1","624","154"
"15","624","197"
"2","624","219"
"9","624","227"
"1","624","242"
"1677","624","248"
"216","624","259"
"3","624","296"
"4","624","317"
"2","624","367"
"7","624","368"
"1","624","452"
"3","624","522"
"1","624","538"
"26","624","543"
"31","624","572"
"133","624","578"
"2","624","580"
"10","624","581"
"252","624","598"
"54","624","603"
"489","624","623"
"3341","624","624"
"4","624","722"
"1","624","820"
"1","624","824"
"4","624","854"
"3","624","942"
"59","624","981"
"2","624","991"
"1","624","1018"
"6","624","1083"
"1","624","1386"
"24","624","1565"
"1","624","1871"
"6","624","1925"
"3","624","2054"
"57","624","2314"
"2","624","2387"
"41","624","2531"
"3","624","2556"
"2","624","2587"
"1","624","2763"
"2","624","3496"
"1","624","3666"
"1","624","4037"
"5","624","4088"
"3","624","4190"
"59","624","4254"
"5","624","4452"
"7","624","4928"
"2","624","5171"
"3","624","5223"
"22","624","5382"
"2","624","5486"
"19","624","5569"
"29","624","5608"
"29","624","5670"
"6","624","5852"
"1","624","5990"
"5","624","6129"
"5","624","7003"
"1","624","7106"
"1","624","7835"
"1","624","8241"
"1","624","8454"
"18","624","8512"
"1","624","8908"
"1","624","9020"
"2","624","9298"
"2","624","10313"
"21","624","10477"
"4","624","10776"
"3","624","12861"
"31","624","12862"
"16","624","13458"
"1","624","13591"
"6","624","13707"
"2","624","13925"
"29","624","14868"
"1","624","14881"
"1","624","15627"
"848","624","16088"
"11","624","17310"
"1","624","18759"
"33","624","19432"
"1","624","20115"
"2","624","20202"
"1","624","21030"
"1","624","22444"
"1","624","24136"
"204","624","30039"
"40","624","30437"
"4","624","34447"
"1","624","36463"
"2","624","46426"
"1","624","46457"
"4","624","46589"
"8","624","54726"
"29","624","58202"
"2","624","58338"
"219","624","59767"
"7","624","60010"
"2","624","64139"
"6","624","72390"
"1","624","74655"
"20","624","76973"
"13","624","78788"
"37","722","1"
"8","722","2"
"104","722","3"
"138","722","5"
"109","722","8"
"87","722","9"
"153","722","10"
"66","722","12"
"119","722","16"
"263","722","17"
"25","722","22"
"8","722","33"
"2","722","41"
"5","722","53"
"107","722","58"
"31","722","64"
"14","722","96"
"28","722","114"
"11","722","134"
"5","722","154"
"2","722","197"
"5","722","219"
"22","722","248"
"13","722","256"
"9","722","259"
"5","722","277"
"4","722","305"
"4","722","317"
"2","722","348"
"4","722","378"
"11","722","402"
"1","722","452"
"1","722","522"
"2","722","538"
"57","722","543"
"1","722","572"
"2","722","578"
"21","722","580"
"5","722","581"
"450","722","598"
"37","722","603"
"1","722","623"
"4","722","624"
"2098","722","722"
"1","722","817"
"13","722","820"
"18","722","824"
"15","722","854"
"4","722","905"
"5","722","942"
"1","722","981"
"1","722","990"
"1","722","991"
"1","722","997"
"2","722","1018"
"1","722","1124"
"6","722","1158"
"27","722","1386"
"1","722","1435"
